"","filename","GOF.mean","GOF.SD","S1.mean","S1.SD","S2.mean","S2.SD","tracer_pair","tracers","error_threshold","score_threshold","nb_tracer","S1_CI_width","S2_CI_width","CI_width_sum","Manhattan_dist_median","Manhattan_dist_mean"
"1","0.75-0.25",0.890939584158416,0.0507992115604696,0.712132673267327,0.0933050240684936,0.287867326732673,0.0933050240684936,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2",NA,80,3,0.176604604928237,0.176604604928237,0.353209209856473,0.082392,0.0757346534653465
"2","0.75-0.25",0.892985079207921,0.0489262771068233,0.684974148514851,0.072852590479047,0.315025851485149,0.0728525904790469,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1",NA,80,4,0.181190560212098,0.181190560212098,0.362381120424196,0.129198,0.130051702970297
"3","0.75-0.25",0.896053386138614,0.036737904113591,0.684725455445545,0.0635310089878202,0.315274544554455,0.0635310089878202,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2",NA,80,5,0.181229157039756,0.181229157039756,0.362458314079512,0.126784,0.130549089108911
"4","0.75-0.25",0.891799831683168,0.0354922169648697,0.677894514851485,0.0647782056766956,0.322105485148515,0.0647782056766956,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1",NA,80,6,0.182265931855305,0.182265931855305,0.36453186371061,0.142616,0.14421097029703
"5","0.75-0.25",0.884463772277228,0.0421158039061066,0.696497702970297,0.0628839324723803,0.303502297029703,0.0628839324723803,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2",NA,80,7,0.179335478349252,0.179335478349252,0.358670956698505,0.110324,0.107004594059406
"6","0.75-0.25",0.846789405940594,0.03751850754739,0.65195801980198,0.0601621242620272,0.34804198019802,0.0601621242620272,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2",NA,80,8,0.185802268288378,0.185802268288378,0.371604536576756,0.184356,0.19608396039604
"7","0.75-0.25",0.841641118811881,0.0408203595337638,0.650259712871287,0.0569231960853107,0.349740287128713,0.0569231960853107,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks",NA,80,9,0.186012288212333,0.186012288212333,0.372024576424666,0.20743,0.199480574257426
"8","0.75-0.25",0.835453841584158,0.0375890266319128,0.665009594059406,0.0558911475915781,0.334990405940594,0.0558911475915781,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2",NA,80,10,0.184100734047364,0.184100734047364,0.368201468094729,0.164028,0.169980811881188
"9","0.75-0.25",0.824419247524752,0.0386855622679588,0.685818188118812,0.0554596754697885,0.314181811881188,0.0554596754697885,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3",NA,80,11,0.181059117555755,0.181059117555755,0.362118235111509,0.123008,0.128363623762376
"10","0.75-0.25",0.811788584158416,0.0460176276546863,0.685626693069307,0.053060717242371,0.314373306930693,0.053060717242371,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5",NA,80,12,0.181089000023341,0.181089000023341,0.362178000046681,0.117158,0.128746613861386
"11","0.75-0.25",0.810656217821782,0.0429714017838851,0.677426693069307,0.0650924622780154,0.322573306930693,0.0650924622780154,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4",NA,80,13,0.182335295866943,0.182335295866943,0.364670591733885,0.123106,0.145146613861386
"12","0.75-0.25",0.805135455445545,0.0402333098421009,0.674090287128713,0.0638853380987119,0.325909712871287,0.0638853380987119,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4-Record_4_Peak_intensity_peak_2",NA,80,14,0.1828239410971,0.1828239410971,0.365647882194199,0.152,0.151819425742574
"13","0.75-0.25",0.806904247524752,0.0410524942380864,0.666281910891089,0.0520106927425696,0.333718089108911,0.0520106927425696,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4-Record_4_Peak_intensity_peak_2-Record_1_Sensitivity_component_3",NA,80,15,0.183926482599477,0.183926482599477,0.367852965198953,0.179368,0.167436178217822
"14","0.75-0.25",0.797305386138614,0.0467520346057731,0.663641574257426,0.040444777768297,0.336358425742574,0.040444777768297,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4-Record_4_Peak_intensity_peak_2-Record_1_Sensitivity_component_3-Record_1_Intensity_component_3",NA,80,16,0.184286417776496,0.184286417776496,0.368572835552993,0.169612,0.172716851485148
"15","0.75-0.25",0.785517227722772,0.0408736085744533,0.648612148514851,0.0569027194317435,0.351387851485149,0.0569027194317435,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4-Record_4_Peak_intensity_peak_2-Record_1_Sensitivity_component_3-Record_1_Intensity_component_3-Record_1_Sensitivity_component_2",NA,80,17,0.18621355478647,0.18621355478647,0.37242710957294,0.194886,0.202775702970297
"16","0.75-0.25",0.783094227722772,0.041738881069545,0.649814633663366,0.0541261536107495,0.350185366336634,0.0541261536107495,NA,"Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_4_Peak_intensity_integrated_peak_2-Record_2_Sensitivity_component_1-Record_4_Peak_intensity_max_peak_2-Record_2_Intensity_component_1-Record_3_Peak_temperature_peak_2-Record_3_Peak_intensity_integrated_relative_peak_2-Record_4_Nb_peaks-Record_1_Cross_section_relative_component_2-Record_1_Cross_section_relative_component_3-Record_4_Peak_intensity_integrated_relative_peak_5-Record_4_Peak_intensity_integrated_relative_peak_4-Record_4_Peak_intensity_peak_2-Record_1_Sensitivity_component_3-Record_1_Intensity_component_3-Record_1_Sensitivity_component_2-Record_1_Intensity_component_2",NA,80,18,0.186066899391947,0.186066899391947,0.372133798783895,0.190166,0.200370732673267
