"","X","sources","Record_1_Nb_peaks","Record_1_Peak_intensity_max_peak_1","Record_1_Frequency_factor_peak_1","Record_1_Peak_intensity_integrated_peak_1","Record_1_Peak_intensity_integrated_relative_peak_1","Record_1_Peak_temperature_peak_1","Record_1_Peak_intensity_peak_1","Record_1_Nb_components","Record_1_Cross_section_component_1","Record_1_Cross_section_component_2","Record_1_Cross_section_component_3","Record_1_Cross_section_relative_component_1","Record_1_Cross_section_relative_component_2","Record_1_Cross_section_relative_component_3","Record_1_Intensity_component_1","Record_1_Intensity_component_2","Record_1_Intensity_component_3","Record_1_Sensitivity_component_1","Record_1_Sensitivity_component_2","Record_1_Sensitivity_component_3","Record_2_Nb_peaks","Record_2_Peak_intensity_max_peak_1","Record_2_Peak_intensity_integrated_peak_1","Record_2_Peak_intensity_integrated_relative_peak_1","Record_2_Peak_temperature_peak_1","Record_2_Peak_intensity_peak_1","Record_2_Nb_components","Record_2_Cross_section_component_1","Record_2_Cross_section_component_2","Record_2_Cross_section_component_3","Record_2_Cross_section_relative_component_1","Record_2_Cross_section_relative_component_2","Record_2_Cross_section_relative_component_3","Record_2_Intensity_component_1","Record_2_Intensity_component_2","Record_2_Intensity_component_3","Record_2_Sensitivity_component_1","Record_2_Sensitivity_component_2","Record_2_Sensitivity_component_3","Record_3_Nb_peaks","Record_3_Peak_intensity_max_peak_1","Record_3_Peak_intensity_max_peak_2","Record_3_Peak_intensity_integrated_peak_1","Record_3_Peak_intensity_integrated_peak_2","Record_3_Peak_intensity_integrated_relative_peak_1","Record_3_Peak_intensity_integrated_relative_peak_2","Record_3_Peak_temperature_peak_1","Record_3_Peak_temperature_peak_2","Record_3_Peak_intensity_peak_1","Record_3_Peak_intensity_peak_2","Record_4_Nb_peaks","Record_4_Peak_intensity_max_peak_1","Record_4_Peak_intensity_max_peak_2","Record_4_Peak_intensity_max_peak_3","Record_4_Peak_intensity_max_peak_4","Record_4_Peak_intensity_max_peak_5","Record_4_Peak_intensity_max_peak_6","Record_4_Peak_intensity_integrated_peak_1","Record_4_Peak_intensity_integrated_peak_2","Record_4_Peak_intensity_integrated_peak_3","Record_4_Peak_intensity_integrated_peak_4","Record_4_Peak_intensity_integrated_peak_5","Record_4_Peak_intensity_integrated_peak_6","Record_4_Peak_intensity_integrated_relative_peak_1","Record_4_Peak_intensity_integrated_relative_peak_2","Record_4_Peak_intensity_integrated_relative_peak_3","Record_4_Peak_intensity_integrated_relative_peak_4","Record_4_Peak_intensity_integrated_relative_peak_5","Record_4_Peak_intensity_integrated_relative_peak_6","Record_4_Peak_temperature_peak_1","Record_4_Peak_temperature_peak_2","Record_4_Peak_temperature_peak_3","Record_4_Peak_temperature_peak_4","Record_4_Peak_temperature_peak_5","Record_4_Peak_temperature_peak_6","Record_4_Peak_intensity_peak_1","Record_4_Peak_intensity_peak_2","Record_4_Peak_intensity_peak_3","Record_4_Peak_intensity_peak_4","Record_4_Peak_intensity_peak_5","Record_4_Peak_intensity_peak_6","Record_3_Peak_intensity_max_peak_3","Record_3_Peak_intensity_integrated_peak_3","Record_3_Peak_intensity_integrated_relative_peak_3","Record_3_Peak_temperature_peak_3","Record_3_Peak_intensity_peak_3","Record_1_Peak_intensity_max_peak_2","Record_1_Frequency_factor_peak_2","Record_1_Peak_intensity_integrated_peak_2","Record_1_Peak_intensity_integrated_relative_peak_2","Record_1_Peak_temperature_peak_2","Record_1_Peak_intensity_peak_2","Record_5_Nb_peaks","Record_5_Peak_intensity_max_peak_1","Record_5_Peak_intensity_integrated_peak_1","Record_5_Peak_intensity_integrated_relative_peak_1","Record_5_Peak_temperature_peak_1","Record_5_Peak_intensity_peak_1","Pop_fraction"
"21","Record_1...11","Mixed",1,1502.71890488366,4699120.87549721,161937.482833026,1,565.15,1548.93199570243,3,6.90993012972527e-17,7.62268017648617e-18,1.96943350147622e-19,1,0.1103,0.0029,2893.91257942207,522.013714319746,12654.3008514955,57.8782515884415,10.4402742863949,253.086017029909,1,32.1974402508556,6105.79831755381,1,709.15,46.592805102319,3,8.26865105200574e-17,2.58766701147798e-17,9.02210242920263e-20,1,0.3129,0.0011,15260.731043394,2798.05775537528,195715.917051348,305.21462086788,55.9611551075056,3914.31834102697,2,130.396006078415,213.274645645398,4272.91581498279,37704.6207664817,1,8.82409633119196,523.15,578.15,287.128482970924,238.480927975915,5,1454.47207551179,78816.6015423108,1566.85454190124,421.682763667855,349.438904103398,0,34470.340666821,2248822.66819836,76909.8876106611,17518.4899699149,55232.4182921811,0,1,65.2393514161855,2.23119023841531,0.508219229372954,1.60231715798923,0,288.15,348.15,391.15,453.15,518.15,0,1544.46766258836,78386.6975003621,1509.24359494633,589.342978580711,431.554014462378,0,0,0,0,0,0,0,0,0,0,0,0,1,16.7269356109639,1122.68462475053,1,286.15,23.1588009767754,NA
"22","Record_1...12","Mixed",1,1402.35849026175,24019180.0422096,134378.131157653,1,565.15,1485.67551397998,2,6.17491906332381e-17,2.05104907151657e-19,0,1,0.0033,0,2833.26705301425,14671.2740980915,0,56.6653410602849,293.425481961829,0,0,0,0,0,0,0,3,7.14337529342147e-17,6.56641737911161e-18,1.16160837306383e-19,1,0.0919,0.0016,11725.0488499788,6283.52456062859,149235.892675057,234.500976999575,125.670491212572,2984.71785350114,3,26.282975961118,92.188767368721,1623.29511448962,3545.14459794627,1,2.18391872574623,284.15,522.15,25.5955868360127,220.58997695367,6,1388.59894020821,79008.0268936077,1230.9511650901,757.683000370987,153.844297583642,247.998112888568,32579.9198675431,2238754.16152675,79588.1093111918,32805.1199208784,5973.73745287585,41534.747330946,1,68.7157663563517,2.44285773675212,1.0069122347216,0.183356419449854,1.27485725869829,289.15,347.15,391.15,453.15,518.15,570.15,1517.9917330359,78900.403717025,1205.37842710771,835.368727663144,335.516677415923,258.633151000891,183.255575215037,30578.2824463417,18.8371677912404,576.15,192.372839814047,0,0,0,0,0,0,0,0,0,0,0,0,NA
"23","Record_1...13","Mixed",2,23.4565746158065,1844.8561815972,2189.25817628827,1,281.15,23.2683465226901,3,7.18432889491478e-17,1.07352716549068e-17,1.91238692368036e-19,1,0.1494,0.0027,10195.1300182277,1865.10721950693,32747.8833796612,203.902600364554,37.3021443901386,654.957667593225,0,0,0,0,0,0,3,8.60897429349074e-17,3.1617295606645e-17,9.40981217424806e-20,1,0.3673,0.0011,33908.8305897422,7478.18274764907,270450.346663266,678.176611794843,149.563654952981,5409.00693326533,3,22.5003913493151,287.66374923928,2462.58303287536,14819.7213109975,1,6.01795801934591,284.15,524.15,20.5221954004158,374.331236806333,5,2044.65041324824,113311.499481938,3326.49164187292,1124.4819842242,489.21228724276,0,50148.1877492721,3245914.92662674,151564.424520564,51498.289625117,63361.6043718215,0,1,64.7264651487601,3.02233104171872,1.02692224657439,1.26348742029549,0,288.15,348.15,392.15,458.15,526.15,0,2176.34844763612,112846.907754289,3334.41002636548,1269.6098844338,566.015685395379,0,254.139991679649,26970.8940574224,10.9522780338215,581.15,286.332736178519,2012.59686869471,6395253.86834601,213237.39882246,97.4016683514178,564.15,2123.79174919522,0,0,0,0,0,0,NA
"24","Record_1...14","Mixed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.79591576084993e-17,2.20296825594894e-18,3.86076304598466e-20,1,0.1227,0.0021,21.2124583007414,126.247434984739,5591.49752127821,0.424249166014829,2.52494869969479,111.829950425564,0,0,0,0,0,0,0,0,0,0,0,3,26.7700361632234,126.06897141858,57.6758416382422,0,0,0,2252.05764094879,3821.21575952969,11759.9967555175,0,0,0,1,1.69676641043691,5.22188976946569,0,0,0,284.15,353.15,469.15,0,0,0,25.8951551749987,158.457730237381,79.4185691225376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.5283649976353,1205.76096505491,1,290.15,21.3237263946368,NA
"25","Record_1...15","Mixed",2,38.7489295945478,7.2582646868726,9368.60174889264,1,551.15,186.981682319793,3,5.78942434640642e-17,1.20435628966033e-17,1.74656511693517e-19,1,0.208,0.003,689.318586123496,297.099188778447,5074.06345561252,13.7863717224699,5.94198377556895,101.48126911225,1,23.270538104958,1378.55648780165,1,283.15,23.3542257606962,3,6.38201903573722e-17,2.62059906114647e-17,1.05572210960892e-19,1,0.4106,0.0017,5947.37861194518,4025.42047897686,25817.9583582413,118.947572238904,80.5084095795372,516.359167164827,1,21.7633065722329,0,1361.38107346623,0,1,0,288.15,0,25.3169596178374,0,4,286.47885160136,15602.1832394967,99.4837509457636,180.545218169548,0,0,10070.6776511456,460105.453029318,3765.19446757164,35667.6939749376,0,0,1,45.6876358242864,0.373876972136363,3.54173723065005,0,0,290.15,352.15,399.15,466.15,0,0,319.74646041594,15615.3413654997,206.701790354107,234.747904264578,0,0,0,0,0,0,0,56.0157706321729,249608984922.26,3894.56103196138,0.415703552819044,576.15,216.151703409193,0,0,0,0,0,0,NA
"26","Record_1...16","Mixed",2,34.4989782881429,2381.16897877929,3021.98425107057,1,287.15,33.5075044150146,3,5.8254332016278e-17,5.95328557061854e-18,2.4620693684815e-19,1,0.1022,0.0042,6813.32511941447,4784.41887616775,38075.5655349571,136.266502388289,95.688377523355,761.511310699142,0,0,0,0,0,0,3,7.36267243180605e-17,1.72613077293347e-17,1.22585874099482e-19,1,0.2344,0.0017,29416.0407734344,5529.58180388132,174942.43895829,588.320815468689,110.591636077627,3498.84877916581,3,52.3891835066507,252.492611702725,2401.16279789756,17815.2835695915,1,7.41944010843015,282.15,521.15,37.2022090673724,325.173660022369,5,2091.4949764516,119513.595243702,3348.92838130012,2213.3997832984,473.943503067104,0,56627.9577872073,3407010.26720583,158217.935405621,92076.5836357023,87022.5614953398,0,1,60.1648090508308,2.79398978151678,1.62599159909142,1.53674200687843,0,289.15,347.15,391.15,459.15,520.15,0,2316.41008730968,119017.061339246,3344.19751899219,2473.39288200104,533.157891552068,0,177.054114691474,13356.0104197866,5.56230940754244,581.15,287.768870980549,1874.85977844788,294408.263854434,215894.816035312,71.4414100466701,564.15,2010.85284193577,1,24.495914944557,1314.72330264984,1,279.15,27.9273840367269,NA
"27","Record_1...17","Mixed",1,1843.34953315007,6318390.39383447,197616.273114711,1,569.15,1969.84375361981,3,8.13452119247023e-17,2.36614789461427e-17,2.44407180584567e-19,1,0.2909,0.003,9003.50509641221,1915.04376104245,16492.790307209,180.070101928244,38.3008752208491,329.85580614418,1,44.2432676529824,6757.78170617446,1,716.15,68.1446011692809,3,8.19469285463796e-17,1.27314576726725e-17,1.23745678584505e-19,1,0.1554,0.0015,32975.474467726,4574.82648544257,143739.841173015,659.509489354519,91.4965297088515,2874.7968234603,3,34.3845083110967,160.588179547254,2131.29001853032,5718.30587273763,1,2.68302569008455,279.15,524.15,28.4123499887187,332.827819922361,5,47095.4426230691,2325.3718351747,855.59652531089,168.545872829446,425.328438249919,0,1377882.69239829,113183.937241247,45031.4161646341,6626.43850616558,69793.207938075,0,1,0.0821433768387378,0.0326816037483235,0.00480914561357313,0.0506525035281455,0,349.15,394.15,457.15,523.15,569.15,0,47190.0659927614,2390.15944923596,923.344989012064,524.455830973827,446.524716389635,0,268.463188112733,45000.3206646333,21.1141234995621,582.15,296.507953735141,0,0,0,0,0,0,1,20.3437497144102,1544.8289196839,1,287.15,23.8776437380146,NA
"28","Record_1...18","Mixed",2,37.047768002276,1514.90901584983,3619.44064289418,1,279.15,33.263090833646,3,7.01969324787317e-17,1.09390260007882e-17,1.90992638749412e-19,1,0.1558,0.0027,4626.20515047589,976.725421920666,16787.1925832067,92.5241030095178,19.5345084384133,335.743851664133,1,25.2406276715007,1365.76854325619,1,280.15,24.4943893815864,3,9.69309560742445e-17,4.59783302680549e-17,1.35231240503596e-19,1,0.4743,0.0014,16190.4755219676,11790.9663357511,95376.7457682086,323.809510439352,235.819326715021,1907.53491536417,3,36.0934772073065,48.7542216559569,2582.1227212796,2237.08966665539,1,0.866376198241566,286.15,526.15,39.7746339080963,237.047872663725,5,1094.36841756747,65176.0936483602,169.776640743006,77.6,279.808446883058,0,133931.40573035,1875170.63598046,4378.22436464342,2037.43879234909,52207.5326635576,0,1,14.0009777822822,0.032690050110116,0.0152125543761644,0.38980799446449,0,350.15,398.15,460.15,521.15,572.15,0,65775.1189644268,851.557698750297,478.215454341333,371.721789625931,376.075989546415,0,199.684346322913,39110.9180568067,15.1468083737805,586.15,227.658103979721,1274.03884936633,3691471.87214142,139593.883053912,38.5678055884045,571.15,1368.82214524787,1,40.1591128307243,1840.61978582782,1,279.15,41.7129329602197,NA
"29","Record_1...19","Mixed",1,1812.03210015222,6806219.49610486,191609.445603215,1,563.15,1882.91999841938,3,6.48023953689959e-17,1.64535080555863e-17,2.10685822502419e-19,1,0.2539,0.0033,43996.5414466652,5918.41210170902,45173.7544413208,879.930828933304,118.36824203418,903.475088826416,0,0,0,0,0,0,3,6.89856836613786e-17,2.33144787365555e-17,1.06214945554939e-19,1,0.338,0.0015,66240.7844762832,5214.72271402606,173431.565467846,1324.81568952566,104.294454280521,3468.63130935691,3,27.0676661839365,140.012299646653,2148.44305598483,5737.20491816978,1,2.67040120155285,289.15,522.15,25.6045769008888,320.849243837243,5,1693.12060727208,89502.7689079841,1512.1421242111,1150.87119068546,587.63890311991,0,50805.355373485,2558364.83951175,99559.6405997225,42345.6396224916,83982.3162299033,0,1,50.3562040006306,1.95962885935608,0.833487716229844,1.65302093868894,0,289.15,347.15,395.15,456.15,520.15,0,1850.72272489104,89224.5693340678,1539.70578360006,1405.98199400952,594.553090076238,0,240.576424352866,37828.4213336844,17.6073651234587,574.15,252.451565247614,0,0,0,0,0,0,0,0,0,0,0,0,NA
"30","Record_1...20","Mixed",2,23.2509769348401,2404.82260630808,2031.47775858235,1,297.15,24.0271092769025,2,5.22197852571028e-17,2.26713591261327e-19,0,1,0.0043,0,1764.16476346345,12936.9019116112,0,35.283295269269,258.738038232225,0,0,0,0,0,0,0,3,7.64780612620475e-17,1.83885057405153e-17,1.49360031461929e-19,1,0.2404,0.002,19293.3893431378,4622.67029226546,88555.7787277855,385.867786862757,92.4534058453091,1771.11557455571,2,154.112720568084,279.062492370544,6837.32406532349,42127.1897981579,1,6.16135631362162,525.15,587.15,309.629435270165,291.211691042916,5,1134.73908996823,64734.6923425602,1760.64354727024,2551.78134050511,411.258031456008,0,29065.1976135109,1866824.14104954,90832.0701797013,104973.200526874,51336.7984993576,0,1,64.2288473614832,3.12511448872717,3.61164585642031,1.76626352870533,0,290.15,348.15,395.15,458.15,534.15,0,1261.28935783536,64617.8325827195,1827.0304502768,2668.86071138926,518.032010871777,0,0,0,0,0,0,1747.37795849419,7296929.51329606,185634.556677875,91.3790741215981,570.15,1821.29143908459,1,22.9538108718188,1347.29803404944,1,280.15,23.1567458523293,NA
